target_length,target_depth,iter_no,bug_line_number,bug_type,pred_bug_line_number,pred_bug_type,result
4000,0.75,2,390,missing_colon,390,missing_colon,True
4000,0.75,3,382,missing_colon,382,missing_colon,True
4000,0.75,4,400,keywords_as_identifier,400,keywords_as_identifier,True
4000,0.75,5,390,missing_parenthesis,390,missing_colon,False
4000,0.75,6,401,mismatched_quotation,401,mismatched_quotation,True
4000,0.75,7,397,mismatched_quotation,397,mismatched_quotation,True
4000,0.75,8,404,mismatched_bracket,404,mismatched_bracket,True
4000,0.75,9,377,missing_parenthesis,377,missing_parenthesis,True
4000,0.75,10,380,missing_colon,380,missing_colon,True
4000,0.75,11,388,missing_quotation,388,missing_parenthesis,False
4000,0.75,12,399,missing_colon,74,missing_colon,False
4000,0.75,13,382,mismatched_bracket,382,mismatched_bracket,True
4000,0.75,14,394,mismatched_bracket,394,missing_parenthesis,False
4000,0.75,15,383,missing_quotation,383,mismatched_quotation,False
4000,0.75,16,399,mismatched_bracket,400,mismatched_bracket,False
4000,0.75,17,408,keywords_as_identifier,1,keywords_as_identifier,False
4000,0.75,18,392,mismatched_bracket,392,mismatched_bracket,True
4000,0.75,19,398,missing_quotation,399,mismatched_quotation,False
4000,0.75,20,388,missing_colon,388,missing_colon,True
4000,0.75,21,399,mismatched_bracket,400,mismatched_bracket,False
4000,0.75,22,403,missing_parenthesis,403,missing_parenthesis,True
4000,0.75,23,386,keywords_as_identifier,34,keywords_as_identifier,False
4000,0.75,24,388,missing_comma,388,missing_comma,True
4000,1.0,0,521,missing_quotation,521,mismatched_quotation,False
4000,1.0,1,531,mismatched_quotation,531,mismatched_quotation,True
4000,1.0,2,530,keywords_as_identifier,530,keywords_as_identifier,True
4000,1.0,3,509,missing_comma,509,missing_comma,True
4000,1.0,4,537,keywords_as_identifier,537,missing_parenthesis,False
4000,1.0,5,534,missing_quotation,534,mismatched_quotation,False
4000,1.0,6,516,missing_comma,516,missing_comma,True
4000,1.0,7,537,missing_colon,537,missing_colon,True
4000,1.0,8,522,missing_parenthesis,522,missing_parenthesis,True
4000,1.0,9,522,missing_comma,522,missing_comma,True
4000,1.0,10,516,missing_colon,521,missing_colon,False
4000,1.0,11,510,keywords_as_identifier,510,keywords_as_identifier,True
4000,1.0,12,540,missing_colon,540,missing_colon,True
4000,1.0,13,534,missing_comma,534,missing_comma,True
4000,1.0,14,527,keywords_as_identifier,527,keywords_as_identifier,True
4000,1.0,15,505,keywords_as_identifier,506,keywords_as_identifier,False
4000,1.0,16,523,mismatched_bracket,523,mismatched_bracket,True
4000,1.0,17,539,missing_comma,540,missing_comma,False
4000,1.0,18,523,missing_comma,523,missing_comma,True
4000,1.0,19,513,missing_comma,513,missing_colon,False
4000,1.0,20,530,missing_comma,530,missing_parenthesis,False
4000,1.0,21,516,missing_comma,516,missing_comma,True
4000,1.0,22,518,missing_colon,518,missing_colon,True
4000,1.0,23,518,missing_parenthesis,518,missing_parenthesis,True
4000,1.0,24,527,keywords_as_identifier,530,missing_parenthesis,False
7750,0.0,0,1,missing_colon,1,missing_colon,True
7750,0.0,1,1,keywords_as_identifier,1,keywords_as_identifier,True
7750,0.0,2,3,missing_quotation,3,mismatched_quotation,False
7750,0.0,3,1,missing_colon,1,missing_colon,True
7750,0.0,4,1,missing_colon,1,missing_colon,True
7750,0.0,5,4,mismatched_quotation,4,mismatched_quotation,True
7750,0.0,6,1,mismatched_bracket,1,mismatched_bracket,True
7750,0.0,7,1,mismatched_quotation,1,mismatched_quotation,True
7750,0.0,8,1,mismatched_bracket,1,missing_parenthesis,False
7750,0.0,9,1,keywords_as_identifier,995,missing_colon,False
7750,0.0,10,2,mismatched_quotation,4,mismatched_quotation,False
7750,0.0,11,2,missing_quotation,2,mismatched_quotation,False
7750,0.0,12,1,missing_parenthesis,1,missing_parenthesis,True
7750,0.0,13,4,mismatched_quotation,4,mismatched_quotation,True
7750,0.0,14,2,mismatched_quotation,2,mismatched_quotation,True
7750,0.0,15,1,keywords_as_identifier,734,keywords_as_identifier,False
7750,0.0,16,9,missing_colon,9,missing_colon,True
7750,0.0,17,8,missing_comma,8,missing_comma,True
7750,0.0,18,2,missing_colon,2,missing_colon,True
7750,0.0,19,1,mismatched_bracket,1,missing_parenthesis,False
7750,0.0,20,1,mismatched_bracket,1,mismatched_bracket,True
7750,0.0,21,1,keywords_as_identifier,1,keywords_as_identifier,True
7750,0.0,22,1,keywords_as_identifier,901,missing_colon,False
7750,0.0,23,1,missing_comma,1,missing_comma,True
7750,0.0,24,1,keywords_as_identifier,1,keywords_as_identifier,True
7750,0.25,0,242,mismatched_bracket,242,mismatched_bracket,True
7750,0.25,1,255,missing_colon,255,missing_colon,True
7750,0.25,2,265,missing_comma,265,missing_colon,False
7750,0.25,3,255,missing_parenthesis,506,missing_colon,False
7750,0.25,4,233,keywords_as_identifier,319,mismatched_quotation,False
7750,0.25,5,255,keywords_as_identifier,803,missing_parenthesis,False
7750,0.25,6,250,mismatched_bracket,250,mismatched_bracket,True
7750,0.25,7,249,missing_colon,249,missing_colon,True
7750,0.25,8,256,missing_quotation,256,mismatched_quotation,False
7750,0.25,9,256,missing_colon,256,missing_colon,True
7750,0.25,10,254,missing_colon,264,missing_comma,False
7750,0.25,11,250,keywords_as_identifier,250,missing_colon,False
7750,0.25,12,240,missing_quotation,240,missing_quotation,True
7750,0.25,13,265,mismatched_bracket,265,mismatched_bracket,True
7750,0.25,14,257,keywords_as_identifier,1002,missing_parenthesis,False
7750,0.25,15,249,mismatched_bracket,249,mismatched_bracket,True
7750,0.25,16,263,missing_quotation,263,missing_quotation,True
7750,0.25,17,253,missing_comma,253,missing_colon,False
7750,0.25,18,260,mismatched_bracket,260,mismatched_bracket,True
7750,0.25,19,259,mismatched_bracket,259,missing_colon,False
7750,0.25,20,253,missing_colon,253,missing_colon,True
7750,0.25,21,259,missing_parenthesis,946,missing_colon,False
7750,0.25,22,262,missing_quotation,109,missing_colon,False
7750,0.25,23,264,keywords_as_identifier,114,missing_colon,False
7750,0.25,24,245,keywords_as_identifier,245,keywords_as_identifier,True
7750,0.5,0,511,keywords_as_identifier,511,keywords_as_identifier,True
7750,0.5,1,521,mismatched_bracket,521,mismatched_bracket,True
7750,0.5,2,513,mismatched_bracket,513,missing_bracket,False
7750,0.5,3,505,missing_quotation,108,mismatched_quotation,False
7750,0.5,4,496,missing_comma,496,missing_comma,True
7750,0.5,5,516,missing_comma,519,missing_parenthesis,False
7750,0.5,6,506,keywords_as_identifier,510,keywords_as_identifier,False
7750,0.5,7,504,mismatched_bracket,504,mismatched_bracket,True
7750,0.5,8,508,keywords_as_identifier,514,keywords_as_identifier,False
7750,0.5,9,519,missing_colon,520,missing_colon,False
7750,0.5,10,514,mismatched_quotation,514,mismatched_quotation,True
7750,0.5,11,499,mismatched_quotation,499,mismatched_quotation,True
7750,0.5,12,493,missing_comma,493,missing_comma,True
7750,0.5,13,503,missing_quotation,503,mismatched_quotation,False
7750,0.5,14,519,mismatched_quotation,519,mismatched_quotation,True
7750,0.5,15,515,mismatched_bracket,515,mismatched_bracket,True
7750,0.5,16,507,missing_colon,517,missing_colon,False
7750,0.5,17,514,missing_comma,514,missing_comma,True
7750,0.5,18,489,mismatched_bracket,492,mismatched_bracket,False
7750,0.5,19,496,missing_colon,496,missing_colon,True
7750,0.5,20,517,keywords_as_identifier,474,keywords_as_identifier,False
7750,0.5,21,505,missing_comma,505,mismatched_quotation,False
7750,0.5,22,530,missing_quotation,530,mismatched_quotation,False
7750,0.5,23,507,mismatched_bracket,507,missing_parenthesis,False
7750,0.5,24,513,missing_colon,513,missing_colon,True
7750,0.75,0,762,keywords_as_identifier,117,missing_colon,False
7750,0.75,1,765,missing_quotation,423,missing_parenthesis,False
7750,0.75,2,762,mismatched_bracket,762,missing_parenthesis,False
7750,0.75,3,749,missing_parenthesis,750,missing_colon,False
7750,0.75,4,766,missing_quotation,766,mismatched_quotation,False
7750,0.75,5,767,missing_quotation,767,missing_quotation,True
7750,0.75,6,761,mismatched_quotation,10,missing_colon,False
7750,0.75,7,772,mismatched_bracket,773,mismatched_bracket,False
7750,0.75,8,771,missing_parenthesis,771,missing_colon,False
7750,0.75,9,764,missing_quotation,764,missing_colon,False
7750,0.75,10,762,missing_colon,765,missing_colon,False
7750,0.75,11,777,missing_comma,780,missing_colon,False
7750,0.75,12,772,missing_colon,772,missing_colon,True
7750,0.75,13,747,keywords_as_identifier,48,missing_colon,False
7750,0.75,14,756,missing_parenthesis,756,missing_colon,False
7750,0.75,15,772,mismatched_quotation,732,missing_parenthesis,False
7750,0.75,16,754,missing_colon,754,missing_colon,True
7750,0.75,17,768,keywords_as_identifier,39,missing_colon,False
7750,0.75,18,760,mismatched_quotation,196,missing_parenthesis,False
7750,0.75,19,783,mismatched_bracket,783,mismatched_bracket,True
7750,0.75,20,751,missing_comma,751,missing_colon,False
7750,0.75,21,780,missing_quotation,780,missing_quotation,True
7750,0.75,22,750,mismatched_quotation,750,mismatched_quotation,True
7750,0.75,23,744,missing_parenthesis,744,mismatched_bracket,False
7750,0.75,24,774,missing_colon,774,missing_colon,True
7750,1.0,0,1016,keywords_as_identifier,1016,missing_parenthesis,False
7750,1.0,1,999,keywords_as_identifier,1000,missing_colon,False
7750,1.0,2,1000,missing_parenthesis,1000,missing_colon,False
7750,1.0,3,1016,missing_colon,1016,missing_colon,True
7750,1.0,4,1016,missing_quotation,1016,missing_quotation,True
7750,1.0,5,997,missing_parenthesis,1000,missing_parenthesis,False
7750,1.0,6,1013,missing_comma,1013,missing_parenthesis,False
7750,1.0,7,1015,missing_comma,1015,missing_colon,False
7750,1.0,8,1028,missing_comma,1028,missing_colon,False
7750,1.0,9,1021,missing_parenthesis,1021,missing_parenthesis,True
7750,1.0,10,1001,mismatched_quotation,1001,mismatched_quotation,True
7750,1.0,11,1011,missing_quotation,1011,mismatched_quotation,False
7750,1.0,12,1014,missing_parenthesis,1014,missing_parenthesis,True
7750,1.0,13,1011,missing_quotation,1011,missing_quotation,True
7750,1.0,14,1011,mismatched_bracket,1011,missing_parenthesis,False
7750,1.0,15,1000,missing_quotation,1000,missing_quotation,True
7750,1.0,16,1001,mismatched_bracket,1001,mismatched_bracket,True
7750,1.0,17,999,mismatched_quotation,6,missing_colon,False
7750,1.0,18,1018,mismatched_bracket,1018,missing_parenthesis,False
7750,1.0,19,1014,missing_parenthesis,1014,missing_parenthesis,True
7750,1.0,20,999,missing_comma,1000,missing_comma,False
7750,1.0,21,1005,keywords_as_identifier,1005,missing_colon,False
7750,1.0,22,1004,missing_parenthesis,1004,missing_parenthesis,True
7750,1.0,23,1001,mismatched_quotation,1001,mismatched_quotation,True
7750,1.0,24,1003,missing_colon,1003,missing_colon,True
