target_length,target_depth,iter_no,bug_line_number,bug_type,pred_bug_line_number,pred_bug_type,result
4000,0.75,2,397,missing_quotation,317,keywords_as_identifier,False
4000,0.75,3,397,mismatched_bracket,407,mismatched_bracket,False
4000,0.75,4,374,keywords_as_identifier,374,missing_colon,False
4000,0.75,5,406,missing_quotation,406,missing_colon,False
4000,0.75,6,393,missing_quotation,393,mismatched_quotation,False
4000,0.75,7,406,mismatched_quotation,406,mismatched_quotation,True
4000,0.75,8,401,missing_comma,401,missing_comma,True
4000,0.75,9,389,missing_quotation,389,mismatched_quotation,False
4000,0.75,10,381,missing_colon,291,keywords_as_identifier,False
4000,0.75,11,389,missing_quotation,389,mismatched_quotation,False
4000,0.75,12,396,missing_colon,396,missing_colon,True
4000,0.75,13,398,missing_parenthesis,403,missing_parenthesis,False
4000,0.75,14,389,missing_comma,390,missing_comma,False
4000,0.75,15,384,missing_colon,384,missing_colon,True
4000,0.75,16,395,missing_parenthesis,395,missing_colon,False
4000,0.75,17,404,missing_quotation,404,mismatched_quotation,False
4000,0.75,18,397,missing_comma,397,missing_colon,False
4000,0.75,19,396,missing_parenthesis,396,missing_comma,False
4000,0.75,20,392,keywords_as_identifier,392,keywords_as_identifier,True
4000,0.75,21,393,missing_quotation,393,mismatched_quotation,False
4000,0.75,22,382,missing_parenthesis,382,missing_parenthesis,True
4000,0.75,23,389,missing_colon,393,missing_colon,False
4000,0.75,24,380,missing_parenthesis,380,missing_parenthesis,True
4000,1.0,0,508,missing_quotation,508,missing_colon,False
4000,1.0,1,514,mismatched_quotation,519,mismatched_quotation,False
4000,1.0,2,513,missing_colon,513,missing_colon,True
4000,1.0,3,501,mismatched_bracket,501,mismatched_bracket,True
4000,1.0,4,521,mismatched_bracket,521,mismatched_bracket,True
4000,1.0,5,513,keywords_as_identifier,513,keywords_as_identifier,True
4000,1.0,6,541,missing_comma,541,missing_comma,True
4000,1.0,7,525,missing_colon,525,missing_colon,True
4000,1.0,8,510,missing_comma,510,missing_comma,True
4000,1.0,9,518,missing_parenthesis,518,missing_parenthesis,True
4000,1.0,10,533,missing_colon,533,missing_colon,True
4000,1.0,11,535,missing_quotation,535,mismatched_quotation,False
4000,1.0,12,522,mismatched_quotation,522,missing_quotation,False
4000,1.0,13,533,missing_parenthesis,533,mismatched_bracket,False
4000,1.0,14,523,missing_colon,253,missing_comma,False
4000,1.0,15,522,mismatched_quotation,522,mismatched_quotation,True
4000,1.0,16,528,mismatched_quotation,528,mismatched_quotation,True
4000,1.0,17,534,keywords_as_identifier,335,missing_colon,False
4000,1.0,18,530,missing_comma,510,missing_colon,False
4000,1.0,19,532,keywords_as_identifier,525,missing_parenthesis,False
4000,1.0,20,521,missing_parenthesis,521,missing_parenthesis,True
4000,1.0,21,526,mismatched_bracket,526,mismatched_bracket,True
4000,1.0,22,540,mismatched_bracket,540,mismatched_bracket,True
4000,1.0,23,502,missing_comma,502,missing_comma,True
4000,1.0,24,529,keywords_as_identifier,530,keywords_as_identifier,False
7750,0.0,0,5,missing_quotation,5,missing_colon,False
7750,0.0,1,2,missing_quotation,2,missing_quotation,True
7750,0.0,2,1,keywords_as_identifier,1,keywords_as_identifier,True
7750,0.0,3,4,missing_quotation,4,missing_quotation,True
7750,0.0,4,1,mismatched_bracket,1,mismatched_bracket,True
7750,0.0,5,1,missing_parenthesis,1008,missing_parenthesis,False
7750,0.0,6,1,mismatched_quotation,1,mismatched_quotation,True
7750,0.0,7,8,missing_quotation,8,mismatched_quotation,False
7750,0.0,8,1,mismatched_quotation,1,mismatched_quotation,True
7750,0.0,9,1,missing_colon,1,missing_colon,True
7750,0.0,10,1,keywords_as_identifier,1,keywords_as_identifier,True
7750,0.0,11,1,missing_comma,1,missing_comma,True
7750,0.0,12,2,missing_comma,2,missing_colon,False
7750,0.0,13,1,mismatched_bracket,1,mismatched_bracket,True
7750,0.0,14,2,mismatched_quotation,2,mismatched_quotation,True
7750,0.0,15,4,missing_quotation,4,missing_parenthesis,False
7750,0.0,16,1,mismatched_bracket,1,mismatched_bracket,True
7750,0.0,17,1,mismatched_bracket,1,mismatched_bracket,True
7750,0.0,18,1,keywords_as_identifier,1,keywords_as_identifier,True
7750,0.0,19,1,missing_colon,1,missing_colon,True
7750,0.0,20,1,keywords_as_identifier,1,keywords_as_identifier,True
7750,0.0,21,1,mismatched_bracket,1,mismatched_bracket,True
7750,0.0,22,1,keywords_as_identifier,1,keywords_as_identifier,True
7750,0.0,23,3,missing_colon,3,missing_colon,True
7750,0.0,24,7,mismatched_quotation,7,mismatched_quotation,True
7750,0.25,0,244,mismatched_bracket,44,missing_colon,False
7750,0.25,1,250,missing_quotation,250,mismatched_quotation,False
7750,0.25,2,263,mismatched_bracket,263,mismatched_bracket,True
7750,0.25,3,253,mismatched_bracket,253,mismatched_bracket,True
7750,0.25,4,260,missing_colon,260,missing_colon,True
7750,0.25,5,250,missing_comma,250,mismatched_bracket,False
7750,0.25,6,244,missing_comma,444,missing_colon,False
7750,0.25,7,240,keywords_as_identifier,240,keywords_as_identifier,True
7750,0.25,8,259,keywords_as_identifier,259,keywords_as_identifier,True
7750,0.25,9,243,missing_comma,243,missing_parenthesis,False
7750,0.25,10,238,mismatched_quotation,310,keywords_as_identifier,False
7750,0.25,11,261,keywords_as_identifier,262,keywords_as_identifier,False
7750,0.25,12,252,missing_parenthesis,252,mismatched_bracket,False
7750,0.25,13,256,missing_comma,256,missing_comma,True
7750,0.25,14,248,mismatched_bracket,248,missing_bracket,False
7750,0.25,15,244,missing_comma,244,missing_colon,False
7750,0.25,16,252,keywords_as_identifier,257,keywords_as_identifier,False
7750,0.25,17,246,missing_colon,246,missing_colon,True
7750,0.25,18,251,mismatched_quotation,251,mismatched_quotation,True
7750,0.25,19,258,missing_quotation,6,keywords_as_identifier,False
7750,0.25,20,256,missing_parenthesis,274,missing_colon,False
7750,0.25,21,252,mismatched_bracket,252,missing_parenthesis,False
7750,0.25,22,247,missing_parenthesis,247,missing_parenthesis,True
7750,0.25,23,263,keywords_as_identifier,474,missing_parenthesis,False
7750,0.25,24,266,mismatched_bracket,666,missing_colon,False
7750,0.5,0,513,missing_comma,513,missing_comma,True
7750,0.5,1,515,missing_colon,515,missing_colon,True
7750,0.5,2,506,missing_quotation,506,mismatched_quotation,False
7750,0.5,3,506,missing_parenthesis,506,missing_parenthesis,True
7750,0.5,4,501,missing_parenthesis,501,missing_colon,False
7750,0.5,5,520,keywords_as_identifier,520,keywords_as_identifier,True
7750,0.5,6,507,mismatched_quotation,510,mismatched_quotation,False
7750,0.5,7,522,missing_comma,522,missing_comma,True
7750,0.5,8,495,missing_parenthesis,495,missing_colon,False
7750,0.5,9,511,missing_colon,511,missing_colon,True
7750,0.5,10,509,mismatched_bracket,510,mismatched_bracket,False
7750,0.5,11,521,keywords_as_identifier,7,missing_colon,False
7750,0.5,12,492,mismatched_quotation,492,mismatched_quotation,True
7750,0.5,13,495,missing_parenthesis,495,missing_parenthesis,True
7750,0.5,14,514,missing_comma,514,missing_comma,True
7750,0.5,15,517,mismatched_quotation,517,mismatched_quotation,True
7750,0.5,16,496,missing_quotation,496,missing_comma,False
7750,0.5,17,516,missing_comma,516,missing_colon,False
7750,0.5,18,522,missing_comma,522,missing_comma,True
7750,0.5,19,507,mismatched_bracket,507,missing_colon,False
7750,0.5,20,526,missing_colon,526,missing_colon,True
7750,0.5,21,529,missing_colon,529,missing_colon,True
7750,0.5,22,505,missing_comma,505,missing_comma,True
7750,0.5,23,513,missing_parenthesis,513,missing_parenthesis,True
7750,0.5,24,503,missing_comma,503,missing_comma,True
7750,0.75,0,749,missing_colon,750,missing_colon,False
7750,0.75,1,773,missing_quotation,619,missing_colon,False
7750,0.75,2,759,missing_parenthesis,760,missing_parenthesis,False
7750,0.75,3,752,missing_comma,752,missing_comma,True
7750,0.75,4,763,keywords_as_identifier,763,keywords_as_identifier,True
7750,0.75,5,748,missing_parenthesis,748,missing_parenthesis,True
7750,0.75,6,758,missing_colon,766,missing_colon,False
7750,0.75,7,775,missing_parenthesis,775,missing_colon,False
7750,0.75,8,771,keywords_as_identifier,104,missing_colon,False
7750,0.75,9,771,keywords_as_identifier,500,missing_parenthesis,False
7750,0.75,10,753,keywords_as_identifier,177,missing_colon,False
7750,0.75,11,751,keywords_as_identifier,169,missing_comma,False
7750,0.75,12,767,mismatched_bracket,767,mismatched_bracket,True
7750,0.75,13,750,missing_parenthesis,750,missing_parenthesis,True
7750,0.75,14,774,missing_comma,777,missing_comma,False
7750,0.75,15,743,missing_comma,748,missing_colon,False
7750,0.75,16,763,missing_parenthesis,763,missing_colon,False
7750,0.75,17,766,missing_parenthesis,772,missing_parenthesis,False
7750,0.75,18,746,mismatched_bracket,746,missing_colon,False
7750,0.75,19,741,keywords_as_identifier,741,keywords_as_identifier,True
7750,0.75,20,735,missing_colon,736,missing_colon,False
7750,0.75,21,757,keywords_as_identifier,50,keywords_as_identifier,False
7750,0.75,22,758,mismatched_quotation,759,missing_quotation,False
7750,0.75,23,744,keywords_as_identifier,744,keywords_as_identifier,True
7750,0.75,24,794,missing_parenthesis,794,missing_colon,False
7750,1.0,0,1001,mismatched_quotation,1002,mismatched_quotation,False
7750,1.0,1,1017,missing_colon,1017,missing_colon,True
7750,1.0,2,1005,missing_colon,1005,missing_colon,True
7750,1.0,3,1021,mismatched_bracket,1021,mismatched_bracket,True
7750,1.0,4,1009,missing_parenthesis,1009,missing_parenthesis,True
7750,1.0,5,1004,mismatched_quotation,1004,mismatched_quotation,True
7750,1.0,6,1009,missing_comma,1009,missing_comma,True
7750,1.0,7,998,missing_parenthesis,1000,missing_colon,False
7750,1.0,8,1011,missing_quotation,117,missing_colon,False
7750,1.0,9,1002,missing_comma,1002,missing_comma,True
7750,1.0,10,1003,keywords_as_identifier,1003,keywords_as_identifier,True
7750,1.0,11,1026,mismatched_quotation,1026,mismatched_quotation,True
7750,1.0,12,1011,missing_parenthesis,1011,missing_parenthesis,True
7750,1.0,13,1013,mismatched_quotation,1013,mismatched_quotation,True
7750,1.0,14,1021,keywords_as_identifier,1026,missing_parenthesis,False
7750,1.0,15,1003,missing_quotation,1003,mismatched_quotation,False
7750,1.0,16,1009,mismatched_quotation,1010,mismatched_quotation,False
7750,1.0,17,1015,keywords_as_identifier,1016,keywords_as_identifier,False
7750,1.0,18,1001,mismatched_bracket,1001,mismatched_bracket,True
7750,1.0,19,1017,keywords_as_identifier,1017,missing_parenthesis,False
7750,1.0,20,1009,keywords_as_identifier,109,missing_colon,False
7750,1.0,21,994,mismatched_quotation,994,missing_quotation,False
7750,1.0,22,1011,missing_quotation,1011,mismatched_quotation,False
7750,1.0,23,995,keywords_as_identifier,88,missing_colon,False
7750,1.0,24,1004,mismatched_quotation,1004,mismatched_quotation,True
